Product Title,Price,% Off,Discount Code,Amazon_link,
"High Pressure Shower Head with Handheld Combo 5 Settings Shower Heads High Pressure High Flow Showerhead Powerful Shower Spray Even with Low Pressure in Supply Pipeline Shower Head with Hose, Chrome",$18.48,50%,5068J14N,https://www.amazon.com/promocode/A3GICQOFTPS6Q4?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Joomra Mens Traction Mules Slippers Size 12 Warm Hiking Cozy Plush Down Linning Moccasin Loafers Booties Male Supportive Comfy Non Slip Outdoor Camping Shoes Blue,$14.84,45%,45744BBP,https://www.amazon.com/promocode/A1WD3EEJLTNM6C?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Vocander Wrap Around Bed Skirt, Pink for Full Size Beds, 15 Inch Drop Dust Ruffles, Adjustable Elastic Bedskirt Easy-Install Wrinkle&Fade Resistant",$5.99,60%,60ZXY54Y,https://www.amazon.com/promocode/A3PMPPUL9XOI33?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Crafts 4 ALL Acrylic Paint Pens – Markers For Painting Rock, Stone, Ceramic, Glass, Wood, Canvas, and Christmas Decorations – Set of 12 Colors, Broad tip 6mm Bullet and Chisel – Crafting Supplies for Stocking Stuffers",$11.89,30%,30ACRYLICPEN,https://www.amazon.com/promocode/A18X20NQAPURTF?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"wartleves 4 Rolls Christmas Wired Edge Ribbons, 40 Yards 2.5 Inches Christmas Tree Snowflake Ribbon Red Green Burlap Ribbon for Xmas Holiday Decor DIY Gift Wrapping",$7.49,75%,75SEWNIH,https://www.amazon.com/promocode/A17TMN8T1KGWBD?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Boys Girls Dinosaur Slippers,Cute House Fuzzy Fluffy Clogs for Toddler/Little Kid/Big Kid Size 11/12",$6.89,70%,70GT7ASP,https://www.amazon.com/promocode/A3N0AG6635QDYO?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
LANREMON Womens Graphic Sweatshirts Long Sleeve Crewneck Pullover Tops Casual Loose Letter Print Shirts Green XL,$12.99,50%,50ZW52QI,https://www.amazon.com/promocode/A12FP4C169HLFR?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Allfourior 32 / 36oz Water Bottles with Times to Drink – Water Bottle with Straw with Time Marker Water Tracker Bottle BPA Free & Leak proof for Sports, Outdoors and Office",$8.49,50%,505BUOH5,https://www.amazon.com/promocode/A340V0C6OPGUIC?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"PSLER Carbon Transfer Paper for Wood Burning Craft, Paper, Canvas and Other Art Craft Surfaces(A4 Size)",$7.97,43%,4364W6LL,https://www.amazon.com/promocode/A55QSQ9IT61NY?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Christmas Pajamas for Women 2 Piece Pajama Set Long Sleeve Cotton Striped Sleepwear Ultra-Soft Pajama Pant Set(S,Blue lattice)",$12.59,65%,65T3USGV,https://www.amazon.com/promocode/AJPMMOEYAV4CT?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Toddler Baby Girl Dress Bow Top Splicing Floral Skirt Princess Dress Ruffle Long Sleeve Winter Spring Outfits Light Pink,$10.79,40%,40Q2DMAN,https://www.amazon.com/promocode/A2X18TIUXK4H23?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Cellophane Bags,Cello Bag,Self Sealing Treat Bags,Self Adhesive Sealing Clear Plastic Bags,Resealable Cellophane bag For Candy,Cookies,Bakery,Candle,Jewelry,Snack,Earrings 2 x 8 Inch (100 Pcs)",$4.19,30%,305V8LAN,https://www.amazon.com/promocode/AT5I31SUE4LNX?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Hubsch·Xuan 5 Pack Reusable Grocery Bags Foldable Washable Bags Bulk with Pouch 35LB Weight Storage Capacity Heavy Duty Shopping Tote Bag, Durable & Lightweight Colorful Fashional Shopping Bags",$9.99,50%,50G28ZN9,https://www.amazon.com/promocode/A1HEDU60X4G4SP?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Wood Wallpaper Peel and Stick Wallpaper 17.71’’X 197’’ Distressed Removable Decorative Self Adhesive Wall Paper Cabinet Covering Vintage Shiplap Waterproof Film,$8.99,55%,55SV7MNW,https://www.amazon.com/promocode/A773HBQ3CMDCM?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Phone Ring Holder-with Car Magnetic Phone Mount Metal Phone Ring Finger Kickstand Black Cell Phone Grip Compatible with iPhone iPad Smartphones Tablets (Black-HollowOut),$7.49,50%,50HSRLI7,https://www.amazon.com/promocode/A3T7HHK8WDLYS3?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Men’s Clipper Sneaker Canvas Sneakers Shoes Fashion Casual Shoes (Black and White, 12)",$42.49,15%,15W3GGL4,https://www.amazon.com/promocode/A2N3POQIM627XL?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Raycare LED Window Candles with Remote, Battery Operated Flameless Taper Candles with Flickering Warm White Light, Flameless Fake Candles with Holders for Home Fireplace Christmas or Halloween",$9.99,50%,50TNTY9A,https://www.amazon.com/promocode/A39EBH1ABUBR5Q?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
BomKinta Womens Lace-Up Road Running Shoes Walking Fashion Sneakers Purple Size 7,$15.99,60%,60HREDH4,https://www.amazon.com/promocode/A2S2EOH14HG2IQ?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Impoosy Cartoon Dog Shirt Pet Funny Scout Soldier Costume Clothes Small Dog 100% Cotton Cosplay T Shirt (XL),$7.49,50%,50YEY9CC,https://www.amazon.com/promocode/A31MDJZB0X7VJ?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"ZMART Fuzzy Socks With Grips For Women, Sherpa Socks Womens Thick Aloe Infused Socks, Snowflake Heart Black",$6.59,40%,403NU3I3,https://www.amazon.com/promocode/A2N3XSZ90UMH81?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
SIBOSUN Personalized Engraved Pocket Watch Valentines for Lover | Anniversary Day for Men | Engraved to My Husband from Wife Pocket Watch – for Birthday Valentine’s Day + I Love You Card Silver,$12.99,50%,5015Q3VD,https://www.amazon.com/promocode/A21GDXG64TQ2X4?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Vebach Fast Wireless Charger Aluminum Frame,Merak1 USB C Qi Certified Wireless Charging Stand,7.5W for iPhone 13 Pro Max/12 Pro Max/XS/XR/X/8Plus,10W for Galaxy S10/S10Plus/S10E/S9/S8 – Black",$14.62,45%,45PVJDCH,https://www.amazon.com/promocode/ALGBCD5DKMWUS?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Womens Slippers Furry House Slides Cross Band Open Toe Sandals with Cork Footbed for Ladies Size 7 Pink,$13.79,40%,40R8AO2D,https://www.amazon.com/promocode/AAWEK8CU7VPI5?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Pleated Midi Skirt, Long Pleated Skirts for Women, Womens Pleated Skirt, Skirts for Women Midi Length, Midi Pleated Skirt Fluorescent Yellow XL",$7.49,75%,75VFSPP2,https://www.amazon.com/promocode/A25JW7K63QL0SR?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"CALANA Car Phone Holder Mount, Universal Hands Free Phone Mount for Dashboard, Strong Suction Anti-Shake Phone Holder for Mobile All Phones and Tablets.",$9.49,50%,50ZEF6G9,https://www.amazon.com/promocode/A1DU0USLOVAGZJ?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Novgarden Name Necklace Personalized, Sterling Silver Custom Nameplate Necklace with Heart Dainty Gift for Woman",$11.89,30%,30H9PYZC,https://www.amazon.com/promocode/A23T1CGV1YJL3Q?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
5×7 Picture Frame Set of 4 Mini Photo Frames for Wall Tabletop Display (Black/Gray/Green/Red),$16.49,50%,50CVJPYW,https://www.amazon.com/promocode/A2DWVWS6CXGFJ0?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"FOXBUS Dog Grooming Hammock Pet Grooming Sling Helper with 4 Hooks, Breathable Grooming Harness Hanging for Help Dog & Cat Trim Nails and Bath Grooming, 2 in 1 Drying Towel and Hammock Restraint Bag",$13.49,50%,50BSOBW3,https://www.amazon.com/promocode/A2GTDK7QRZS78T?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
UMEKO Womens Long Sleeve Tops Slim Fit Ribbed Stretchy Solid Basic Knit Shirts Pullover Tees Blue,$6.49,50%,50RR2TC2,https://www.amazon.com/promocode/AKZLNLQ26N3CH?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Women Dress, Aline Church Dresses for Teen, Fit Flare Skater Midi Dress for Juniors, Vintage Cocktail Party Dress, 1950s Swing Retro Dress Short Grey 3XL",$8.99,75%,7531THZP,https://www.amazon.com/promocode/A3EYXO444HMTBE?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"1st Birthday Girl Outfit Baby First Birthday Outfit Girl One Year Old Birthday Shirt with Crown(Red02,12-18 Months)",$12.98,35%,358FQOTZ,https://www.amazon.com/promocode/A3DU5G0QOAVTFM?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"G9 LED Bulbs, AMAZING POWER 5W LED G9 50W Equivalent Bi Pin G9 Halogen Bulbs for Chandelier Lighting Non-Dimmable Warm White 3000K 5-Pack",$9.74,35%,35T2EMXR,https://www.amazon.com/promocode/A1ZE0I8KXSVOEG?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Vintage Wood Wallpaper Rustic Wood Wallpaper Stick and Peel 17.71”x 236” Self Adhesive Removable Distressed Wood Look Wallpaper Vinyl Shelf Home Wood Panel Thicker Wall Paper Covering Film,$10.11,54%,54CPIJIZ,https://www.amazon.com/promocode/A1EKPF2FQLPKO9?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Kyliandi Soft Cloth Crinkle Books for Infants,Babies for 6-12 Month Touch and feelinteractive Sensory Toys,1 Year olds Baby boy & Girl Unique Gifts (Forest)",$3.67,77%,776MDDDE,https://www.amazon.com/promocode/A32FOHD28GZGRH?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Designed for iPhone Xs Max Case Slim Liquid Silicone Shockproof Full Body Protective Phone Case Cover 6.5 inch (Black),$9.02,30%,303E3VP4,https://www.amazon.com/promocode/ATUIXTJZW8B5I?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Butterfly Charm Bracelets for Women Girls, Girls Bracelet Lightweight Q Letter Butterfly Bracelets for Women Kids Jewelry Gifts(Q)",$7.49,50%,50CVH25Z,https://www.amazon.com/promocode/A1C325GES7EU18?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
BomKinta Womens Lace-Up Road Running Shoes Walking Fashion Sneakers Black Size 7.5,$15.99,60%,60XQTIUN,https://www.amazon.com/promocode/ATCCTZ32IIV1I?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"SUTINE Gnomes Plush Christmas Decorations with LED Light,2pcs Handmade Holiday Gnome Decor,Swedish Tomte Gnome Gifts Tiered Tray Decor ,Home Office Table Decorations",$13.18,60%,60R5UEED,https://www.amazon.com/promocode/A1CQXI90ZTGCDX?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
X-Kim Sunset Lamp Projector 360 Degree Rotation Color Changing Sunrise Projection Light Romantic Visual LED Light with Tripod Sunset Floor Lamp Light for Photography Home Party Bedroom,$8.79,60%,60OAV59F,https://www.amazon.com/promocode/A36KUMZ9GXMEU0?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Discoloration Color Changed Double Pi Xiu Bracelets for Men 12mm Beaded Feng Shui Black Obsidian with Cylindrical Beads Wealth Money Hand Carved Mantra Bead Bracelet for Women Elastic Bracelets,$4.78,70%,15E7ARI7,https://www.amazon.com/promocode/A24VUJRW8PJTN6?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
BomKinta Womens Lace-Up Road Running Shoes Walking Fashion Sneakers Black Rose Size 8.5,$15.99,60%,60XIEJ9S,https://www.amazon.com/promocode/A46QTZ51EHX3Q?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
BomKinta Womens Lace-Up Road Running Shoes Walking Fashion Sneakers Purple Size 9,$15.99,60%,60HLEVNL,https://www.amazon.com/promocode/A294WJVUHJCQZ1?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Dark Spot Remover for Face,Essence Pear Skin Cream for Face and Body,Plant Extract Ingredient,Body Moisturizer for Bikini and Sensitive Areas",$12.48,50%,50RW3WOD,https://www.amazon.com/promocode/A3FTENKBW8DR5K?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Gold Geometric Hexagon Wallpaper 17.71In X 78.7In Modern Contact Paper Peel and Stick Wallpaper Vinyl Waterproof Removable Self Adhesive Wallpaper for Bedroom Shelf Drawer Liner Vinyl Easy to Use,$3.83,52%,52FKZK6O,https://www.amazon.com/promocode/A3SAFNZK2PCDHY?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Hamilyeah Industrial Wall Sconces Indoor,Brass Sconces Wall Lighting, Modern Wall Lamps Black and Gold, Hardwired Wall Mounted Light Fixture for Bedroom Bathroom Fireplace, Set of 2, UL Listed",$19.99,50%,50RVFLA4,https://www.amazon.com/promocode/A1UJO321UHR9L6?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Lanzom Womens Classic Wide Brim Floppy Panama Hat Belt Buckle Wool Fedora Hat (One Size, Red)",$12.34,35%,352ZQUUS,https://www.amazon.com/promocode/A1AH8K7BXQVQ83?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Lake Life Women Shirts Cute Graphic Tshirt Summer Womens Tops Casual Short Sleeve Tee Shirt Blouse (Tie dye (Red), Large)",$8.99,40%,4038HOOP,https://www.amazon.com/promocode/A36TO0PHORBJ6Z?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Mignombre Framed Canvas Wall Art Set Modern Purple and White Flowers Floral Prints – Modern Art Relax/Calm Life Pastel Home Decorations for Bedroom, Bathroom, Office – Ready to Hanging (12″x16″x3 Panels, F023)",$12.49,75%,75FOVOCQ,https://www.amazon.com/promocode/A2J5PSK4XQ1XNE?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Heated Gloves,Electric Heating Motorcycle Gloves,Heated Ski Gloves for Sports",$54.99,50%,50URHFPS,https://www.amazon.com/promocode/A57D6WHLWBSUD?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Aijuyuan.Li Inspirational Office Canvas Wall Art – Inspirational Theme Positive Quotes – Poster Printing Inspirational Quotes Inspiring Pictures Decoration Bedroom Living Room Stretching Hanging,$10.14,65%,65UT1VP3,https://www.amazon.com/promocode/AAZHCD6E5WPGN?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"KIKET Magnetic Case Compatible with iPhone 12/12 Pro MagSafe Charging, Ultra Slim Anti-Fall Scratch Cover, Support Wireless Fast Charge,Black 6.1 inch",$9.89,70%,707NVLLJ,https://www.amazon.com/promocode/A3KWXCJPZ7BWE2?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Libin Men’s Cargo Sweatpants Joggers Athletic Pants for Running Casual Lounge Walking Tapered Drawstring with 6 Pockets, Olive Green XL",$19.99,50%,50GLHV9A,https://www.amazon.com/promocode/A3MEEB8ZH5S1T?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
TEMOFON Women Dress Long Sleeve Floral Bohemian V Neck Button Down Flowy Dresses Black XL,$14.99,50%,50VXL2XX,https://www.amazon.com/promocode/AXJBYNHV21FJ2?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Pack of 2 Decorative Boho Throw Pillow Covers 18X18,Square Pillow case Diamond Modern Cotton Woven Pillow Cases for Sofa Bedroom Outdoor",$10.79,60%,60KLI4MT,https://www.amazon.com/promocode/A2B0WEGQPCEEHA?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Eyelash Curler, Lash Curler Handle with 6 Silicone Refill Pads Eyelashes Tweezer Cosmetic Makeup Curling Tools Violet Black",$3.18,60%,60BMNY55,https://www.amazon.com/promocode/A1TFM37BJS2ZJP?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
BRONAX Mens Tennis Shoes Lace up Mid Top Comfortable Size 6 Athletic Sport Stability Gym Workout Travel Tennis Sneakers for Men Black Red,$23.39,40%,407YCR8N,https://www.amazon.com/promocode/A3F27YJ8NY1J7N?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Joomra Moc Slippers For Men Size 11 Traction Mules Slip on Indoor House Home Shoes With Arch Support Garden Plush Linning Warm Winter Moccasin Loafers Grey,$14.84,45%,45MJCVKT,https://www.amazon.com/promocode/AC7OB7QE3745V?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Multi USB Charging Cable 3A, 3 in 1 Fast Charger Cord Connector with Dual Phone/Type C/Micro USB Port Adapter, Compatible with Tablets Phone 12 11 Pro 8 7 6 Samsung Galaxy (4FT/2Pack)",$8.39,65%,65L58JWJ,https://www.amazon.com/promocode/AECUHTOBR6GLS?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Coasters for Drinks Set of 6 with Holder, Highly Absorbent Coasters with Cork Base, YY ASEN Ceramic Marble Beverage Coasters for Coffee Table and Wood Table, Suitable for Various of Cups, Novelty Gray",$6.39,60%,60NKLOZL,https://www.amazon.com/promocode/A36W6474BL5S2K?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"SYNPOS Baby Girl Flower Denim Suit, Toddler Baby Girl Clothes Off Shoulder Tube Top Shirt Bell Bottom Jeans Pants Summer Outfits (Blue print, 2-3 T)",$7.99,50%,50P1VWE8,https://www.amazon.com/promocode/A3C50M2GUUHY8H?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Vebach Wireless Charger, Aluminum Frame, Qi Certified Wireless Charging Pad 7.5W for iPhone 13 Pro Max/13 Mini/iPhone 12 Pro Max/12 Mini/SE 2020/11 Pro Max/Xs/XR/8, 10W for Samsung S21/S20/Note 10/S9",$14.29,45%,457WF5DJ,https://www.amazon.com/promocode/A2KYAH1DGD8I1U?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Binshre Sunflower Shirt for Women Novelty Graphic Tees Funny Cute Printed Casual Short Sleeve Tops (Beige2, S)",$5.99,60%,60CLYBPZ,https://www.amazon.com/promocode/A11KT8TBMOCTY6?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
hatatit 18″x18″ Thanksgiving Fall Throw Pillowcases Set of 4 Orange Black Buffalo Check Plaid Pillow Covers Home Linen Cotton Cushion Cover with 4 Decorative Coasters for Sofa Couch Bed and Car,$5.99,80%,80KC69FM,https://www.amazon.com/promocode/A27SP3JEPN1NAW?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Lanyard Teacher Lanyards for Id Badges and Keys,Cute Silicone Beaded Lanyard Keychain for Office Staffs",$4.99,50%,15Z5SW8R,https://www.amazon.com/promocode/AU976IW5DXQDG?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Toddler Learning Toy, Baby Tablet Preschool Child Early Educational Touch Pad for Fun Learn Number ABCs Spelling Animal",$19.99,80%,80S8I36J,https://www.amazon.com/promocode/ADBMZKIHXH7DQ?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Toddler Baby Girl Sweatshirt Big Sister Announcement Pullover Shirt Fall Long Sleeve Clothes Blouse (Black, 18-24Months)",$8.99,50%,50A6ZLQT,https://www.amazon.com/promocode/A5OYS7C3HV6FF?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
UBFEN Womens Mens Slippers Memory Foam Comfort Fuzzy Plush Lining Slip On House Shoes Indoor Outdoor Navy 9-10 Women 6-7 Men,$12.44,50%,50OXPQN7,https://www.amazon.com/promocode/ALHANNWPY4MVT?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
CAMVAVSR Girls Shoes Boys Athletic Shoes Kids Slip On Sneakers Lightweight Breathable Strap Tennis Shoes for Young Teen Spring School Uniform Pink Size 10.5 M US Little Kid,$18.19,30%,30IE94AG,https://www.amazon.com/promocode/A3JWD6P3SGQ0QR?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Oraolo M110 Neckband Bluetooth Speakers, Wireless Wearable Speaker True 3D Stereo Sound, Portable Personal Speakers IPX5 Waterproof, Bluetooth 5.0 Built-in Mic, Comfortable and Durable Design, Blue",$41.99,40%,40X4PRR6,https://www.amazon.com/promocode/AZPXPVF6HUY7D?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
BenSorts Mens Road Trail Running Shoes Sneakers Comfortable Walking Shoes Gym Lightweight Sneakers Non Slip Weight Lifting Tennis Size 11.5 Gold,$9.79,72%,72DU1T6O,https://www.amazon.com/promocode/A2CZ6RX1YCUUIM?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
CAMVAVSR Boys Shoes Girls Athletic Shoes Kids Slip On Sneakers Lightweight Breathable Strap Tennis Shoes for Young Teen Spring School Uniform Black White Size 10.5 M US Little Kid,$18.19,30%,30NFHQ8O,https://www.amazon.com/promocode/A12X24GCWM6JDB?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"SZJJX Moving Shooting Targets for Nerf Guns, Electronic Scoring Auto Reset 4 Digital Running Targets with Rechargeable Battery, Shooting Games Kids Toys Gifts for 5 6 7 8 9 10 11 12 Year Old Boys",$17.15,60%,60YPVQ4Q,https://www.amazon.com/promocode/AZ25M4JJWXM90?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Katbite Air Fryer Parchment Paper, 7.5 inch Heavy Duty Square Air Fryer Liners, Perforated Parchment Paper for Air Fryer, Oven, Streamer, Pans, Extra Strong, No Burn, Easy Cleanup, 120Pcs",$4.19,40%,40WDAUIU,https://www.amazon.com/promocode/A2LPXWD8C2PBPC?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Joy2fitt Tie Dye Leggings Women High Waisted Non See Through Yoga Pants Tie Dye Grey S,$10.49,75%,7571WYBO,https://www.amazon.com/promocode/A2BF1PWEGJSMEW?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Back Support for Office Chair – Memory Foam Lumbar Pillow – Large Perfect Cushion for Car, Computer and Desk Seat",$27.16,20%,208O9EKI,https://www.amazon.com/promocode/A1MCZDL6K56ITO?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Facial Cleansing Brush, Sonic Waterproof Rechargeable Skin Scrubber for Deep Cleansing, Gentle Exfoliating and Massaging",$16.82,67%,67VSMXB9,https://www.amazon.com/promocode/A2SJ29WA88Y74?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"SUNLAX 12 Feet Double Hammock Quilted Fabric Swing with Strong Curved Bar, Detachable Pillow, 2 Person Adults Outdoor for Patio, Yard, Porch (Coffee Stripe)",$63.99,20%,20XIKHJD,https://www.amazon.com/promocode/ABINJ4HUWQGRR?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Beanie Hats for Men Women Knit Cuffed Warm Winter Hats Acrylic Ribbed Unisex Daily Skull Cap Navy Blue,$7.79,40%,40SB9VB1,https://www.amazon.com/promocode/A1FORXGNXHWAZ2?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Lanyard Teacher Lanyards for Id Badges and Keys,Cute Silicone Beaded Lanyard Keychain for Office Staffs",$4.99,50%,155UCDUC,https://www.amazon.com/promocode/A1CRD1XT8F70QP?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
EEX Natural Dried Flower 53 Pcs | 10 Pcs White Pampas & 10 Pcs Brown Pampas & 30 Pcs Reed Grass/Natural Dried Pampas Grass & 3 Pcs Yellow Billy Balls for Arrangements Home Decor (Mixed Dried Plants),$9.99,50%,50224PE8,https://www.amazon.com/promocode/A3N0L362H1C5P5?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
